idx,key,repeat_sec
606,q,0.1648
607,q,0.201
608,q,0.1958
609,q,69.2155
610,q,4.3906
611,q,1.9771
612,q,3.7552
613,e,0.0
614,e,0.764
615,q,0.0
616,1,0.0
617,1,1.3611
618,1,0.2336
619,1,0.2901
620,1,0.1753
621,e,0.0
622,e,0.3381
623,e,0.6949
624,q,0.0
625,q,0.385
626,q,0.3227
627,q,0.271
628,q,0.2437
629,q,0.2329
630,q,0.2431
631,q,0.2265
632,q,0.2159
633,q,0.1971
634,w,0.0
635,w,1.1871
636,q,0.0
637,q,0.239
638,q,0.1787
639,q,0.2061
640,q,0.1831
641,q,0.2054
642,q,0.187
643,q,0.1777
644,q,0.1899
645,q,0.2053
646,q,0.1933
647,q,0.1678
648,q,0.2421
649,q,0.222
650,q,0.1924
651,q,0.185
652,q,0.1855
653,q,0.146
654,q,1.5496
655,q,0.5289
656,q,1.512
657,e,0.0
658,e,0.1789
659,e,0.1711
660,e,0.1951
661,r,0.0
662,r,0.1529
663,r,0.1471
664,r,0.1472
665,r,0.1529
666,q,0.0
667,q,0.205
668,q,0.1747
669,q,0.2107
670,q,0.1981
671,4,0.0
672,q,0.0
673,q,1.3383
674,q,1.0875
675,q,1.1955
676,w,0.0
677,e,0.0
678,e,2.1706
679,q,0.0
680,q,0.3652
681,q,0.3687
682,d,0.0
683,d,0.1685
684,d,0.1697
685,q,0.0
686,q,0.2315
687,q,0.6051
688,q,0.1721
689,1,0.0
690,q,0.0
691,q,0.2137
692,q,0.1893
693,q,4.4736
694,a,0.0
695,1,0.0
696,q,0.0
697,q,0.5051
698,q,0.9637
699,r,0.0
700,r,0.1774
701,r,0.1638
702,r,0.1919
703,e,0.0
704,e,0.3313
705,e,0.1547
706,e,0.1889
707,e,0.1616
708,e,0.2042
709,q,0.0
710,q,0.1867
711,q,0.2282
712,q,0.2447
713,q,0.3903
714,q,0.2238
715,w,0.0
716,q,0.0
717,q,0.1926
718,q,0.2069
719,q,0.2059
720,q,0.1928
721,q,0.1866
722,q,0.2125
723,q,0.1973
724,q,0.2094
725,q,0.171
726,q,0.1771
727,q,0.1889
728,q,0.1937
729,q,0.196
730,q,0.2089
731,q,0.1992
732,q,0.1766
733,q,0.2027
734,q,0.2401
735,g,0.0
736,t,0.0
737,q,0.0
738,q,1.5627
739,e,0.0
740,e,0.2151
741,e,0.1608
742,q,0.0
743,q,0.4646
744,q,0.3154
745,q,0.2262
746,q,0.2213
747,q,0.2308
748,q,0.1999
749,q,0.1515
750,f,0.0
751,w,0.0
752,q,0.0
753,q,0.1844
754,q,0.1653
755,1,0.0
756,1,0.8829
757,1,0.1883
758,1,0.2073
759,1,0.2373
760,1,0.7472
761,1,0.1821
762,1,0.1952
763,1,0.1785
764,1,0.189
765,1,0.196
766,1,0.2059
767,1,0.2338
768,1,0.2142
769,1,0.2074
770,1,0.205
771,4,0.0
772,q,0.0
773,w,0.0
774,q,0.0
775,q,0.5106
776,q,1.1828
777,q,1.577
778,w,0.0
779,q,0.0
780,q,1.8922
781,q,0.8451
782,q,0.5325
783,q,0.2327
784,q,0.198
785,q,0.5373
786,q,2.0676
787,q,33.5294
788,q,0.7813
789,q,0.6465
790,q,0.4495
791,q,0.2584
792,r,0.0
793,r,0.162
794,r,0.1553
795,r,0.1933
796,r,0.2135
797,r,0.2167
798,r,0.2163
799,r,0.1932
800,r,0.1947
801,q,0.0
802,q,0.2157
803,q,0.1991
804,q,0.223
805,q,0.2042
806,q,0.1904
807,e,0.0
808,e,0.1913
809,e,0.187
810,e,0.183
811,e,0.2262
812,d,0.0
813,d,0.2263
814,d,0.1986
815,d,0.1658
816,d,0.1586
817,d,0.1604
818,q,0.0
819,q,0.2062
820,q,0.2008
821,q,0.1864
822,w,0.0
823,w,0.5974
824,q,0.0
825,q,0.2122
826,q,0.1968
827,q,0.2046
828,q,0.1784
829,q,0.2232
830,q,0.2151
831,q,0.3818
832,q,0.2446
833,q,0.2103
834,q,0.2035
835,q,0.2034
836,q,0.2053
837,q,0.1914
838,q,0.1866
839,q,0.1854
840,q,0.2003
841,q,0.1643
842,q,0.1891
843,w,0.0
844,q,0.0
845,q,0.6465
846,e,0.0
847,e,0.3315
848,w,0.0
849,q,0.0
850,q,0.2167
851,q,0.1917
852,q,0.1737
853,q,1.3057
854,q,1.0938
855,a,0.0
856,a,0.2066
857,a,0.2388
858,a,0.1946
859,a,0.1889
860,a,0.2001
861,a,0.1811
862,a,0.1876
863,a,0.2017
864,4,0.0
865,e,0.0
866,e,0.6204
867,q,0.0
868,q,0.2404
869,q,0.2087
870,q,0.2363
871,q,0.2392
872,r,0.0
873,r,0.179
874,r,0.1705
875,r,0.1726
876,r,0.1686
877,r,0.2301
878,r,0.204
879,w,0.0
880,q,0.0
881,q,0.2139
882,q,0.2044
883,q,0.2035
884,q,0.2078
885,q,0.1957
886,q,0.2104
887,q,0.2057
888,q,0.2093
889,q,0.1674
890,q,0.2054
891,q,0.1932
892,q,0.241
893,q,0.2033
894,q,0.2374
895,q,0.2187
896,q,0.1878
897,q,0.1989
898,q,0.1802
899,q,0.2047
900,q,0.1965
901,q,0.1861
902,q,0.1881
903,r,0.0
904,4,0.0
905,a,0.0
906,a,0.2337
907,a,0.1986
908,a,0.2123
909,q,0.0
910,a,0.0
911,a,0.2101
912,q,0.0
913,f,0.0
914,r,0.0
915,r,0.1276
916,r,0.1524
917,e,0.0
918,r,0.0
919,r,0.162
920,r,0.1981
921,r,0.1504
922,q,0.0
923,q,0.1901
924,d,0.0
925,d,0.1687
926,d,0.1727
927,d,0.1668
928,e,0.0
929,e,0.2519
930,w,0.0
931,q,0.0
932,q,1.1917
933,q,1.3277
934,q,1.739
935,g,0.0
936,e,0.0
937,e,0.949
938,e,0.3938
939,r,0.0
940,r,0.1745
941,r,0.1409
942,r,0.1567
943,r,0.1832
944,r,0.1522
945,r,0.1717
946,q,0.0
947,q,0.1817
948,q,0.1627
949,q,0.2053
950,q,0.1958
951,q,0.1919
952,q,0.244
953,q,0.2465
954,q,0.2266
955,q,0.1681
956,q,0.1878
957,q,0.187
958,q,0.1749
959,q,0.1954
960,q,0.2028
961,w,0.0
962,t,0.0
963,q,0.0
964,q,4.1475
965,e,0.0
966,e,0.3752
967,q,0.0
968,q,0.2301
969,q,0.2447
970,q,0.3166
971,q,0.2061
972,w,0.0
973,w,0.4812
974,w,55.9805
975,q,0.0
976,q,0.288
977,q,0.1874
978,q,0.1967
979,q,0.2184
980,4,0.0
981,e,0.0
982,e,0.3844
983,q,0.0
984,a,0.0
985,a,0.2219
986,a,0.1902
987,1,0.0
988,a,0.0
989,a,0.2314
990,a,0.1613
991,a,0.2041
992,q,0.0
993,w,0.0
994,q,0.0
995,q,0.2039
996,q,0.1976
997,q,0.1915
998,q,0.191
999,q,0.2069
1000,q,0.2261
1001,q,0.3264
1002,q,1.7063
1003,4,0.0
1004,e,0.0
1005,e,0.3602
1006,q,0.0
1007,q,0.3131
1008,q,0.2171
1009,q,0.1848
1010,q,6.3179
1011,q,0.2084
1012,q,0.1854
1013,q,0.2385
1014,q,0.2546
1015,r,0.0
1016,r,0.1564
1017,r,0.1604
1018,r,0.1809
1019,r,0.1672
1020,r,0.1904
1021,r,0.1933
1022,e,0.0
1023,e,0.2879
1024,e,0.1653
1025,e,0.1669
1026,e,0.1834
1027,e,0.169
1028,q,0.0
1029,q,0.1793
1030,q,0.2556
1031,q,0.1955
1032,q,0.1917
1033,d,0.0
1034,d,0.1754
1035,d,0.162
1036,w,0.0
1037,q,0.0
1038,q,0.1998
1039,q,0.1942
1040,q,0.2101
1041,q,0.2756
1042,q,0.1832
1043,q,0.1691
1044,q,2.3177
1045,q,0.1814
1046,q,0.178
1047,q,15.4186
1048,e,0.0
1049,e,0.2085
1050,e,0.1432
1051,e,0.1689
1052,e,0.1919
1053,e,0.1983
1054,q,0.0
1055,q,0.2167
1056,q,0.271
1057,w,0.0
1058,q,0.0
1059,q,0.4126
1060,q,0.7463
1061,q,0.6663
1062,w,0.0
1063,e,0.0
1064,e,0.2616
1065,e,0.2047
1066,q,0.0
1067,q,5.0709
1068,r,0.0
1069,f,0.0
1070,q,0.0
1071,q,0.1961
1072,q,0.1867
1073,e,0.0
1074,e,0.2451
1075,e,0.2012
1076,w,0.0
1077,q,0.0
1078,e,0.0
1079,e,0.2193
1080,e,0.1658
1081,w,0.0
1082,d,0.0
1083,d,0.147
1084,d,0.1354
1085,q,0.0
1086,q,0.1789
1087,q,0.1714
1088,q,0.1888
1089,q,0.1932
1090,q,0.2015
1091,q,0.1912
1092,q,0.1844
1093,q,0.1825
1094,q,0.1839
1095,q,0.1835
1096,q,0.1933
1097,q,0.1967
1098,q,0.1812
1099,q,0.1955
1100,q,0.1842
1101,q,0.1728
