idx,key,repeat_sec
339,a,0.2411
340,a,0.2161
341,a,0.2348
342,q,0.0
343,q,12.6468
344,q,1.2468
345,e,0.0
346,e,0.2213
347,e,0.1759
348,e,0.1757
349,a,0.0
350,q,0.0
351,q,1.0239
352,q,0.208
353,q,0.1657
354,q,0.2089
355,q,0.2241
356,w,0.0
357,q,0.0
358,q,0.1921
359,q,0.1732
360,q,0.1737
361,q,0.1837
362,q,0.1909
363,q,0.1966
364,q,0.2324
365,q,0.1935
366,q,0.1799
367,q,0.4657
368,q,0.2049
369,q,0.5909
370,q,0.187
371,q,0.2597
372,q,0.3216
373,q,0.2166
374,q,0.2725
375,q,56.7673
376,q,0.2769
377,q,0.2072
378,q,1.5418
379,q,4.506
380,e,0.0
381,e,0.2
382,e,0.1683
383,w,0.0
384,q,0.0
385,q,0.4737
386,q,0.1932
387,q,0.1619
388,q,0.2025
389,r,0.0
390,r,0.1357
391,r,0.1375
392,r,0.1697
393,d,0.0
394,d,0.15
395,d,0.1611
396,d,0.1658
397,q,0.0
398,q,0.2074
399,q,0.1975
400,q,0.2028
401,q,0.2359
402,q,0.2
403,q,0.1978
404,q,0.1817
405,q,0.2081
406,q,0.1801
407,q,0.1588
408,q,0.1919
409,q,0.1812
410,q,0.184
411,q,0.1979
412,q,0.1849
413,q,0.1708
414,f,0.0
415,1,0.0
416,1,1.3326
417,1,0.1727
418,1,0.1762
419,1,0.172
420,1,0.3767
421,1,0.21
422,q,0.0
423,4,0.0
424,a,0.0
425,q,0.0
426,e,0.0
427,e,0.1663
428,e,0.149
429,w,0.0
430,q,0.0
431,q,0.1906
432,q,0.1681
433,q,0.144
434,q,1.7346
435,q,0.4921
436,q,2.2367
437,q,1.7091

